id,algorithm,curve,digest,signature_r,signature_s,private_key,public_key_x,public_key_y,duration,return_code,nonce
19,001c,0003,0000000000000000000000000000000000000000000000000000000000000000,e65b7b5aa50bd541a6049da95143a5bb9fb5fde4caf0dc42614e720ab4c8fa61,e360a60a771d7cc04a70d401dc3a69376974ff75539035729b1194d6d7db5409,d07b8e77731e44cdefd29d9417158efe9cc0e8aa15a37ffc007b78d74cc2af6f,77b87e56851b1ebfed3096fc00b309944faa66cd6a6ec7e3c92cdb77723971b3,43ae640b92855cb36a892549a3e055ea8db71535d3f8b2f0a1d7cf37ff426646,0.053940,0000,b096d7d897d89a51957e50aca390c8d535b2c15427579c4e1a10a0bb16278f61
20,001c,0003,0000000000000000000000000000000000000000000000000000000000000000,3979859bb89aad8e322677223297e8db4d7829f140795383c997ac1b22ca82e3,4957607be8941a70643455ae62eefd1d21415cf3837079937de044627b97482d,d07b8e77731e44cdefd29d9417158efe9cc0e8aa15a37ffc007b78d74cc2af6f,77b87e56851b1ebfed3096fc00b309944faa66cd6a6ec7e3c92cdb77723971b3,43ae640b92855cb36a892549a3e055ea8db71535d3f8b2f0a1d7cf37ff426646,0.053953,0000,9337f9a9904390ea46781c54b0c15bd8fda14e84d3a18084fd9bbfce3507fd96
21,001c,0003,0000000000000000000000000000000000000000000000000000000000000000,e14ad31b0f2e446abb45e5b6bbc5f9df200360d93b84cc6cc2d3fd8f19564ad5,f25182144acbe7b9e4b629eabca157be0abd0ba820bf3d7aebabfa754372ffe7,d07b8e77731e44cdefd29d9417158efe9cc0e8aa15a37ffc007b78d74cc2af6f,77b87e56851b1ebfed3096fc00b309944faa66cd6a6ec7e3c92cdb77723971b3,43ae640b92855cb36a892549a3e055ea8db71535d3f8b2f0a1d7cf37ff426646,0.053879,0000,a4f58d0ce7f7cf7d3113b0352389b62495829c2018959c9e789c8c29550e4ee5
22,001c,0003,0000000000000000000000000000000000000000000000000000000000000000,a9c696cb9acaac7dace978ab2abdc2bd466355cd9ef6e69d8e2a39a98b161969,9227f5616837126769f102f42c2951a5614d62f35a018aa1d08a9e4beb71e2a6,d07b8e77731e44cdefd29d9417158efe9cc0e8aa15a37ffc007b78d74cc2af6f,77b87e56851b1ebfed3096fc00b309944faa66cd6a6ec7e3c92cdb77723971b3,43ae640b92855cb36a892549a3e055ea8db71535d3f8b2f0a1d7cf37ff426646,0.052983,0000,7455f2525e6b9d1c4bc6d386d359583704fbba9094f64bbd7d639f9fbfbd75ca
23,001c,0003,0000000000000000000000000000000000000000000000000000000000000000,87902920945d11660d3ea4658cd304aa2f1397269809a588434a1d99310f03d7,6c2228875fbbeff75bed4d010d31433b11a3dd6ca7edbfd9b190447506a74052,d07b8e77731e44cdefd29d9417158efe9cc0e8aa15a37ffc007b78d74cc2af6f,77b87e56851b1ebfed3096fc00b309944faa66cd6a6ec7e3c92cdb77723971b3,43ae640b92855cb36a892549a3e055ea8db71535d3f8b2f0a1d7cf37ff426646,0.054132,0000,2dcf0244b0aa1191d2cc4f679c447dee81f58c014396a91705df4253521332fc
24,001c,0003,0000000000000000000000000000000000000000000000000000000000000000,a4dfe1ec9b537d4373c22a4c6372119b15c7abafba68b0157be0c329441b2815,8cd8b3cc24d96a8ba55926ff735de99e05e1c90880fff2f4c4b9d3445069598e,d07b8e77731e44cdefd29d9417158efe9cc0e8aa15a37ffc007b78d74cc2af6f,77b87e56851b1ebfed3096fc00b309944faa66cd6a6ec7e3c92cdb77723971b3,43ae640b92855cb36a892549a3e055ea8db71535d3f8b2f0a1d7cf37ff426646,0.053980,0000,7d22cc851918f8ecb1883ea218def25b8deb5ad68dde39c0a2b59d7bdf3a0d42
25,001c,0003,0000000000000000000000000000000000000000000000000000000000000000,df9a49b3c6cddfa81c585df5d9fc414097b3127c7a31bda4ccaa847deb53f304,a1894c41bc58ddc405b975afcb4eba2bdf6d359e8da1ed4b59ad960b446b199b,d07b8e77731e44cdefd29d9417158efe9cc0e8aa15a37ffc007b78d74cc2af6f,77b87e56851b1ebfed3096fc00b309944faa66cd6a6ec7e3c92cdb77723971b3,43ae640b92855cb36a892549a3e055ea8db71535d3f8b2f0a1d7cf37ff426646,0.053994,0000,ba1e278558eed91916b23bb7a15f48a26a2206bbc19f0b91bdf28e43807ae620
26,001c,0003,0000000000000000000000000000000000000000000000000000000000000000,bd8c577f13e57c81f0f55bc0a9698dfcf2e3fcb72223e78be1f5e8fe79246d1e,6978b5fc61b4bc5dce563fe8a1de0b3f3ee59a6617c594c88aafcd20fe698948,d07b8e77731e44cdefd29d9417158efe9cc0e8aa15a37ffc007b78d74cc2af6f,77b87e56851b1ebfed3096fc00b309944faa66cd6a6ec7e3c92cdb77723971b3,43ae640b92855cb36a892549a3e055ea8db71535d3f8b2f0a1d7cf37ff426646,0.053742,0000,2a200aba259f14d5dd2e0f185e220944145679671acd28c108d3b64012d74889
27,001c,0003,0000000000000000000000000000000000000000000000000000000000000000,827ef9d6dc5bcd2ff874caa3d3118520f2820bd98b85828fac70976f6479df03,20214a186c73712171654a7b63714243ef3b6cb110039a244cd73d0350f1b09d,d07b8e77731e44cdefd29d9417158efe9cc0e8aa15a37ffc007b78d74cc2af6f,77b87e56851b1ebfed3096fc00b309944faa66cd6a6ec7e3c92cdb77723971b3,43ae640b92855cb36a892549a3e055ea8db71535d3f8b2f0a1d7cf37ff426646,0.054016,0000,fd414e6a2809e98f3e72e58992f82224ead49c885f08906056c7caa5804ebf51
28,001c,0003,0000000000000000000000000000000000000000000000000000000000000000,6e2a1492127ea6415167e3edcff75a73a04a9de5d271f20db578bdcc72906925,99f067c5001730c7d33f5eae1fabfab756f75f91897c7637d5a2c2daa0625207,d07b8e77731e44cdefd29d9417158efe9cc0e8aa15a37ffc007b78d74cc2af6f,77b87e56851b1ebfed3096fc00b309944faa66cd6a6ec7e3c92cdb77723971b3,43ae640b92855cb36a892549a3e055ea8db71535d3f8b2f0a1d7cf37ff426646,0.053931,0000,b272d2f445ec71ed5df0349abd33926e64335a036cf2c318efa54b04dead8631
29,001c,0003,0000000000000000000000000000000000000000000000000000000000000000,500889e544317e1e965d623cdcbf3d10ddc3a9ea9eae31eee767c6a5fc5a4e42,052f71c20f18a37729c1514f841bb5a47cfaf53e161dd6f0dd3a5f8da359e36a,d07b8e77731e44cdefd29d9417158efe9cc0e8aa15a37ffc007b78d74cc2af6f,77b87e56851b1ebfed3096fc00b309944faa66cd6a6ec7e3c92cdb77723971b3,43ae640b92855cb36a892549a3e055ea8db71535d3f8b2f0a1d7cf37ff426646,0.053404,0000,fc3ea70c9a477325ceccdfa85a4ee1663001993422394ec6e663a46e7bd57770
30,001c,0003,0000000000000000000000000000000000000000000000000000000000000000,11c13711ebfc55a92085faf75452b080c0dfe756d0f1adf5b6ee71c19ea788de,1a5f0f6e724c488f12eb0d7e0b119cadf921c9aff374e9f77ce7c7a27c02b7eb,d07b8e77731e44cdefd29d9417158efe9cc0e8aa15a37ffc007b78d74cc2af6f,77b87e56851b1ebfed3096fc00b309944faa66cd6a6ec7e3c92cdb77723971b3,43ae640b92855cb36a892549a3e055ea8db71535d3f8b2f0a1d7cf37ff426646,0.053825,0000,1c09fe2e483422b3ffc68e7406216bc867c2fa6e1f51b5d29c8df189240088a6
31,001c,0003,0000000000000000000000000000000000000000000000000000000000000000,983557772173c3b4f96801aeab81aff2bf9e16f66ad3fce208ed47fe19ae8aea,446db3148baf37c228c30875368587d9dbd5358bc1f225a2a2020135abe40938,d07b8e77731e44cdefd29d9417158efe9cc0e8aa15a37ffc007b78d74cc2af6f,77b87e56851b1ebfed3096fc00b309944faa66cd6a6ec7e3c92cdb77723971b3,43ae640b92855cb36a892549a3e055ea8db71535d3f8b2f0a1d7cf37ff426646,0.054383,0000,de92eea2ea0468bd7f5c14f2b2bc536dbe10438aff17a73f8438791f5b31443d
32,001c,0003,0000000000000000000000000000000000000000000000000000000000000000,b5c8df38d161c8026918487635526bb5ab154c34e407cdfc8c1f1dae3801eec5,6dd82060bed89befb5f6592626d3723cd57e7e038c3825c407ad8ed0945ae135,d07b8e77731e44cdefd29d9417158efe9cc0e8aa15a37ffc007b78d74cc2af6f,77b87e56851b1ebfed3096fc00b309944faa66cd6a6ec7e3c92cdb77723971b3,43ae640b92855cb36a892549a3e055ea8db71535d3f8b2f0a1d7cf37ff426646,0.053402,0000,b8e890ce0d84011769b96565b6b1ec1af47cdab550ed4b460bc01937ee9b3066
33,001c,0003,0000000000000000000000000000000000000000000000000000000000000000,d78b991816d1f02496b7467a1ffaabdf430d23c3e43d42cfabf301b0e09f5024,d4186645e124a21de9e6d89f071aab9c9ac60272e3dbd728506127ea2f272632,d07b8e77731e44cdefd29d9417158efe9cc0e8aa15a37ffc007b78d74cc2af6f,77b87e56851b1ebfed3096fc00b309944faa66cd6a6ec7e3c92cdb77723971b3,43ae640b92855cb36a892549a3e055ea8db71535d3f8b2f0a1d7cf37ff426646,0.053445,0000,1cf5101ae974ff4c92645d89284ac9fbb02e83209a599195336004d90a2bcf77
34,001c,0003,0000000000000000000000000000000000000000000000000000000000000000,3be2d1e884316dbef307adf3a57482dcfcd988dc8092f6595ecd2888cf1c3aab,d22de447498aeecb9248cabbc476e4890d4d678533204789cbd86fcad0d4d30e,d07b8e77731e44cdefd29d9417158efe9cc0e8aa15a37ffc007b78d74cc2af6f,77b87e56851b1ebfed3096fc00b309944faa66cd6a6ec7e3c92cdb77723971b3,43ae640b92855cb36a892549a3e055ea8db71535d3f8b2f0a1d7cf37ff426646,0.053437,0000,5a75331c8e40e934cdf2967ce3d4cc67f13df2d625f5ada1b7321f4c23da5d77
35,001c,0003,0000000000000000000000000000000000000000000000000000000000000000,e5afb47c36a9e0aae4aa253739b1037aa399c41c9b9215a70cf13d72dece1fbc,7ee34de10c3199458812aa3dcaeb755b935fb42fcb405f759b9c700343316f36,d07b8e77731e44cdefd29d9417158efe9cc0e8aa15a37ffc007b78d74cc2af6f,77b87e56851b1ebfed3096fc00b309944faa66cd6a6ec7e3c92cdb77723971b3,43ae640b92855cb36a892549a3e055ea8db71535d3f8b2f0a1d7cf37ff426646,0.053919,0000,1cb0f9e96d54147dadf9db978cbf070cdeee9963574b144ea870139c46e6475a
36,001c,0003,0000000000000000000000000000000000000000000000000000000000000000,955195d2247e5d04ee11b52a93424c1ede8295be03dada4bd66db550d0e96afa,0140061f69e5feddf6f7fb74a62b9e881ee1914a9c7b1964e7869ba8f0452189,d07b8e77731e44cdefd29d9417158efe9cc0e8aa15a37ffc007b78d74cc2af6f,77b87e56851b1ebfed3096fc00b309944faa66cd6a6ec7e3c92cdb77723971b3,43ae640b92855cb36a892549a3e055ea8db71535d3f8b2f0a1d7cf37ff426646,0.053507,0000,4b7e6aa246564316f4ec49b7461610e46a92d50b162d761926d96473bd411cce
37,001c,0003,0000000000000000000000000000000000000000000000000000000000000000,6fdf13549088e0500a836371a1126e7c8579a7f434b8c9b0567ef0e4eff067a0,509317fba36cdbcef8dcd49cb39a85c919e296440805f886656f115bce40bfa9,d07b8e77731e44cdefd29d9417158efe9cc0e8aa15a37ffc007b78d74cc2af6f,77b87e56851b1ebfed3096fc00b309944faa66cd6a6ec7e3c92cdb77723971b3,43ae640b92855cb36a892549a3e055ea8db71535d3f8b2f0a1d7cf37ff426646,0.053410,0000,f37b2ab5a180aedb95b7e1c68132347731ba268a2db452c370543094fd914e7e
38,001c,0003,0000000000000000000000000000000000000000000000000000000000000000,867c0c39f57f1e935fa5348e9dfd820d25da5168b6299802cbfdc41e11028900,da9617d2408e8f86110d3caa2fbde0338c545ecb1845a5c6e3d7dd09b157f80c,d07b8e77731e44cdefd29d9417158efe9cc0e8aa15a37ffc007b78d74cc2af6f,77b87e56851b1ebfed3096fc00b309944faa66cd6a6ec7e3c92cdb77723971b3,43ae640b92855cb36a892549a3e055ea8db71535d3f8b2f0a1d7cf37ff426646,0.053410,0000,9b5998625a44fafe6bc0d49db134eebdfa0a30dc9a469b3e38b962989bdff249
39,001c,0003,0000000000000000000000000000000000000000000000000000000000000000,5bc7edacde83be7d9e3bcb3cbe64f632380b7143b58fdccf0618db4dc1acd0d6,b0358dbe6e177603fa89fb044daf377dd871f7828fcdc641d05498be842ec05c,d07b8e77731e44cdefd29d9417158efe9cc0e8aa15a37ffc007b78d74cc2af6f,77b87e56851b1ebfed3096fc00b309944faa66cd6a6ec7e3c92cdb77723971b3,43ae640b92855cb36a892549a3e055ea8db71535d3f8b2f0a1d7cf37ff426646,0.053375,0000,cd610523f301c90e8fd036a99d08d04b2a43871450dd6e533ea87e7b83cc8d98
40,001c,0003,0000000000000000000000000000000000000000000000000000000000000000,a3c40e5b0a2f367c8132f92407a1f60cc3c25bc6a4047b3ee7f74cd87762f13d,2a28d0a3f3fef5686c757fa8c6fa4b97913449cc68de56035667bed38aa8d0e2,d07b8e77731e44cdefd29d9417158efe9cc0e8aa15a37ffc007b78d74cc2af6f,77b87e56851b1ebfed3096fc00b309944faa66cd6a6ec7e3c92cdb77723971b3,43ae640b92855cb36a892549a3e055ea8db71535d3f8b2f0a1d7cf37ff426646,0.053507,0000,721f19118ffcd620eb83164a0bd55f83af4e948393ca4be878600094edd929de
41,001c,0003,0000000000000000000000000000000000000000000000000000000000000000,ffcc57696bd54b9539fff0a859e26190ee5c77613894ef39e4b3a1b464dc9857,ac9d1e41b9400b1375afc3427338e5183fc3f5072a04e0294830860bd94fdd19,d07b8e77731e44cdefd29d9417158efe9cc0e8aa15a37ffc007b78d74cc2af6f,77b87e56851b1ebfed3096fc00b309944faa66cd6a6ec7e3c92cdb77723971b3,43ae640b92855cb36a892549a3e055ea8db71535d3f8b2f0a1d7cf37ff426646,0.053902,0000,c53277fe20b821fb30f604eb681c1968b2837f3b96ee6176cf8afbbb7e7c329b
42,001c,0003,0000000000000000000000000000000000000000000000000000000000000000,273ae2d84767ee3435dc0d4b41a772bf3332b967326af140f22aa3bdc9287f53,baca6ca386f10f2bcf76151bb47df28ea363a5ef3ab35f7a22b32071dda17885,d07b8e77731e44cdefd29d9417158efe9cc0e8aa15a37ffc007b78d74cc2af6f,77b87e56851b1ebfed3096fc00b309944faa66cd6a6ec7e3c92cdb77723971b3,43ae640b92855cb36a892549a3e055ea8db71535d3f8b2f0a1d7cf37ff426646,0.053986,0000,6e851388a611adff5f732e180530cd18bf96fe243a0fa0bc0adb486139ed7962
43,001c,0003,0000000000000000000000000000000000000000000000000000000000000000,27eda2091e648b0e53021174a0da09f2495925632ed6a9263912f49ff592c4be,648815104a25c7fe2e3c3fa09a965059c9d9a8fec66ef6dbe701b212dd2865d9,d07b8e77731e44cdefd29d9417158efe9cc0e8aa15a37ffc007b78d74cc2af6f,77b87e56851b1ebfed3096fc00b309944faa66cd6a6ec7e3c92cdb77723971b3,43ae640b92855cb36a892549a3e055ea8db71535d3f8b2f0a1d7cf37ff426646,0.053997,0000,fad0cb50e9312f338d3263ac8bc8a615385a625aa2e5e2089c162c6f3ba4e93a
44,001c,0003,0000000000000000000000000000000000000000000000000000000000000000,3313866bd2f811f923e890381352c655adf36b87e92a0a86aee6426231f500be,b8612e85f1e3d9fe513b9acd3f3619112973dedf23c13fd4b4255460f7257b69,d07b8e77731e44cdefd29d9417158efe9cc0e8aa15a37ffc007b78d74cc2af6f,77b87e56851b1ebfed3096fc00b309944faa66cd6a6ec7e3c92cdb77723971b3,43ae640b92855cb36a892549a3e055ea8db71535d3f8b2f0a1d7cf37ff426646,0.053971,0000,de8865b7035c21ec4942e6dbfbab1ddeb7b09f601e05b74c92e577fd1f5b182f
45,001c,0003,0000000000000000000000000000000000000000000000000000000000000000,e2f64ffe72b9d77bf83a7752576075c5fff315916073bb3b51081ada4043bdd7,960dd291e2a1816b1d196598bd5454192946c5f6d5f0eeb7e3f0bee15eb4533f,d07b8e77731e44cdefd29d9417158efe9cc0e8aa15a37ffc007b78d74cc2af6f,77b87e56851b1ebfed3096fc00b309944faa66cd6a6ec7e3c92cdb77723971b3,43ae640b92855cb36a892549a3e055ea8db71535d3f8b2f0a1d7cf37ff426646,0.053988,0000,2c604ba3ca32bed1113f1092daa0bbebb08755d16f07fbdc5e6f544bead5869e
