bytes_number,data,duration,return_code
32,ce07e3dec1f8c692f8ffcccb45abd978397c770b10a096c6613c7ed310e42b30,0.004988,0000
32,4fe50210c89bd8b3c87a6665d7790c8e02c20913b570cd234af5c5132395e1b1,0.004976,0000
32,d81156bc8f3f10fba11fff87904f0948241bdd63752f2a2acdde3ab6324e6d81,0.004374,0000
32,af019219371cb7ac0dfc6e892ffd23fd0c0a4d05cae00d12655c9ff37708718e,0.004635,0000
32,d8c4429264116b2749c4ed59c1323ffa40d0e100ab3090e7397fb19ccaa5800e,0.004991,0000
32,99b5a66bf2ac76cf4ae2f9d9660abae0e8ee52fd20280bb50d914a73eb1c2a54,0.004951,0000
32,33073ceeca5c8cdfb8896744290883466df8783b31f6908ac5f4494fcaa3caf7,0.004992,0000
32,87409f25aaf02d9d8da9c6f1c401e50c6d785ae2d5bac54162918005f7071514,0.005130,0000
32,bd1d0fe3e05c5d397d7e4848c1529999de8e72ea08669df8c29f73bf129f811f,0.004824,0000
32,c30e280ed23eff46b7cb80cfc566b3a86080f51d62034e4cd70b87ebf3a88564,0.004429,0000
32,2fbe24dadd518842e8bdd841293bfa00673a618e215f37f6c802895a79646d3d,0.004719,0000
32,326526e6c77ea2555c807bc9870d192d8d5e5804b69ace288b8c98f1920761b1,0.004810,0000
32,04a68b2b055bc33103e85fe6364c4f47bc9cf0f592d3ddb7ebb32057dce36c75,0.004992,0000
32,87814dfd17a4fa4feb113442a7f5d0e0e54acfccc1797109df81ed341edfd173,0.004968,0000
32,ee910a6ebbdf5fee966e277f1a3625ab89de36829d9ece3f43ded2788c873d32,0.004998,0000
32,a401d86c034ec36ddd3c2152a5b61d92a603fdf8db8e3d72f498986eb2d525d6,0.004963,0000
32,a30528b6712f7d62851e97fd3f5434ac2d0ddfb95a13dc09f9f7478a8e434046,0.004428,0000
32,bc74f6728516880ba8a1f6bff140713c657a01ab62c678fd5be3885687f3aec6,0.003908,0000
32,34f7501752dffa4de4e223ea2885b40eb338bf4df98bb3828dcbda321f6abf2e,0.003967,0000
32,45df073aad4a76808b190251a28bc6c85ce044a72ce5164f5cd32ac6efe6d914,0.004622,0000
32,9a46926d7e66121817172b5664acedb83e7cad5c8fb2ba2d83e3c1f01cf6ca3e,0.005016,0000
32,b965ce0adab66f391f708262de1c81b13e0486a5336417b72f90339958507835,0.005136,0000
32,4ab401f3ebe5451f347def06f9cc5f26a0b901bc84274f39fb3cfe6abdd2e584,0.004816,0000
32,08af78b3e96b9c6e2f2bc67aeebc14199ffca2086844f7b408c4a88f0408f7c2,0.005133,0000
32,ea7c7cde816ea291bae8e32c136ce4d6ff5c4cc3587d5e1a8ee725b7c54be380,0.004862,0000
32,b59152e7a39e383b7a7f4131be42c3fa6b452aa0805728c091e2297c062c5090,0.004968,0000
32,1408faf5fd4edcbd3ae5fba070de2ce67c34ab29afe6bdb9de188846095ee66a,0.004989,0000
32,5a526f0dd44c05c38ba96c20882bce9cad8c13de7270ece881a9ad0dff5bd988,0.004978,0000
32,545ba2a27ed17cfd859796895fdb8781fdb63812a78c3b662989c646cd3445b9,0.004969,0000
32,52a246ed9b7a38ba34f226459088f76b5a6723bbe1b92b0f6efb897bc461083d,0.005153,0000
32,68b0a1cfdf081baf36bdb93162be371bab50f011e1f4ce7522fd491836c9b629,0.004975,0000
32,bb276678fb56bc9fe5bbc030fe8e6ad2bc41e2fb70a09a19cff72669584fc4fe,0.004988,0000
32,d30c43bfdf859325a2250c76e70425e9e80412bfc45ee70424c7370175cd3f46,0.004838,0000
32,2a3a6f46026fee0db536b48a72e4d4cab2e883098c92cb408a1936128a0d9a7c,0.005014,0000
32,50b1e6975c40e3881ddb3976e9160364766d8b39f2988369ef9e65108ccc1d7c,0.004957,0000
32,c91af9b6955d91ff3d765f74436394e1f318dcfd4970edf68a114bd4058cfc53,0.004984,0000
32,b3f4724e6eaacf6fb661e63e40035ab51893656048e3706b97bef6a48bb07bc8,0.005123,0000
32,ebb923fd8813e4ba0c0a3efc172cbbe6debad582fc5579e3f10d98e831600613,0.004876,0000
32,af85589d6427b76f8eb0dca53110a0556dd62a57c99cf0a14b0aca3df47c3e81,0.004946,0000
32,9513b8046251685a5ca0b5a0c0f2a82e4deba1d0a1a8c14d56aa854791c94be8,0.004960,0000
32,fce51500a85c9779e4a81bd419fd7b8f3b4fc7f9b609ae3a30aaf4a2596e9705,0.005011,0000
32,99cb0cf34c28c01fb1cb8db460b005b797eeaa51f77983c6056f1d768da06600,0.004972,0000
32,6b0f0a336d39f9dc03cf57d6f923522ec74121b0093e556ac1d3ecffc40deaae,0.004975,0000
32,b33896bf399c90af152100ccf00b2dcdb7879aa46e5317f850ab70e6aa2d403c,0.004996,0000
32,c61f1c43c7475c668da9ef65c8575c8f0a948c42d6e728f84f10ed722f4e4e31,0.004976,0000
32,7930562c81fb7e4c49f0cf96dccdc94a748bbec87ffe9236cd03b275f306b776,0.004989,0000
32,b4ed8ae4fdc276140de23e51dfd622e15fdb999fd90f94779bbe6ef4b91ae404,0.004962,0000
32,52541ea16821946b2b554bc0c9c56c0d2a2a72e9de84411bdf84e010e1683292,0.004969,0000
32,1eec48df1610b18453b17be34828924afdc544dc0b39ad6a32a5f9e3bf62dd53,0.004986,0000
32,f6e3d1c964c06e48763af3cd6e9a284b82061c0648480ced1e07b9d42d196e9d,0.004984,0000
32,9973030b1fc7ea8b26cd387bae97c6de274f1e2479e38538f3a95adb7272e1b4,0.004993,0000
32,c9d9a34c7378b77c1be2386d5e7fffac0956a61e89c56274f25d60c78d40cea0,0.005017,0000
32,5506f48fce42644ce9973c1d796a822e0cbfcf60867fe9e440e339f97e4fb96e,0.005067,0000
32,ecc1ee9d136aaef46a9f7c31289ed6873aeb52b5765bdcdbdea752c03b4fec61,0.004993,0000
32,312d3354812d931e09422847906f96a97a856f41fdce4bef7bab59a5526e9d38,0.004991,0000
32,732405f5f80d201126749ffeaed2d84a3644e8b85dc5c5151c5b94b7bb2d77b4,0.005062,0000
32,09e092797668fc473a3a60dd5546063c2ce27201846f45767c38294275339e2f,0.004927,0000
32,4031e2318bae72bed906228fc0fe641bee270a917ca0f9a49d0af139f7262352,0.005102,0000
32,d23abe675d342de3105143466311ee8b310b404360755db01a23252ec30dffed,0.004846,0000
32,c891fe3dbdb19bce1d727c57f1ba4bee3ee4e0c7a08967531d2bb2a9c6d9bce0,0.005004,0000
32,0bbe18e13cfc7f029750437d6ff84d20d085cca23d3a3bddb10ce4669643cd38,0.004988,0000
32,26a74a47494a39642b0f8030dcdff5db459bad3b5807313506f398eadb19cea9,0.004924,0000
32,7f788708faa904ff56801c2cd2c8b89f0842b2229308ecef88a0b6969b79c089,0.005134,0000
32,8205300ac3dc0a0625df74261622d38478efc4a4426f428e621e3f4b84838cd9,0.005057,0000
32,2436c5a96ebc516e8ec4602fa8da4541cb9de707b860cce4ecd30099b4e7e04d,0.004993,0000
32,37e1d80648a3c7e59ebfce983b9fda00215999015908218d1f37db4f7d07f601,0.004853,0000
32,687a2c54df9ef5deb332c43f6b44e7f79b3e9b4f57b3932ac92c98f0baae4de2,0.005011,0000
32,8d57d2ad03547c58e3614e7282b0d370bd2cb212fb12c086119a4783fb6cc99a,0.004976,0000
32,ee04c5fe66ffc42da94b6de082b6848942d4260d6961f7a91b2efcb9ed4abffa,0.004973,0000
32,9212e93eb629f6da170ba452111d5f8eb43afe20968b63cbbd78869c5cfa24fa,0.005129,0000
32,9eac14dc112ab0f697a292eaebbaa737e7ce3613642d739d08f4b4b0cd2c9dc7,0.005001,0000
32,d264380d7d70e4134ad6b39fc39df0f53e41412bee8be6d50d1b5f51fea0c55f,0.004833,0000
32,0b2ab8558a8941383fd380a1dc175e959275d09089f5df02543e957699db5c79,0.004975,0000
32,b083790813f378bdce86e5488dede2b325a6fac594c0a2e1cefdc57698ad5d06,0.005020,0000
32,fcf69efeaa2355b9d90e25546eac4c9aadfa8c503b457f78fa0f8fea5490bfb6,0.004979,0000
32,ae33100f8475dbeb6e0967ec4509125a20180756980bbed4fed0cc4c67085fa6,0.004941,0000
32,113579d310807501242df4cc1673a7c582ffc98447305d994edc3b0c43f8dc9d,0.005011,0000
32,17e0a98247bcd394c856809674d33fd3be0cc4c2779b7be8e6fb6e248a40494b,0.004992,0000
32,f39509f9c65a4c2e5f71652edfbc9811d6a71a8282744aba828db1c648f6ddad,0.004961,0000
32,3b751d3ea80c96518105977f9bbd8c380187e032b254b60790024b2deae4a70a,0.005123,0000
32,6e44856c16c128748f028323f3ec9fd6ca36975bea9482313b0aeaadc1a54115,0.004850,0000
32,1bce9393c13bee6293f84b48288efe340e6fc5e729944042fc7cd5d501fedfdf,0.004966,0000
32,ff2bcf9cf895837ba55ee042c3093b7cd1ada70df9b76ff6d6a4b630a2c87f77,0.004981,0000
32,4277c2cb6697e718be9bd8812a4d02dbe09cbeda6bedb47ab9b11b3345a239e0,0.005137,0000
32,bea4df820339fe1be73ecd1a321c7242ee7fe5d269308b38e6278695bcc92a3c,0.004994,0000
32,61e7352bb877c00a45081eae31122edf31b829ddb13ac4e7bf90a4680b19b44f,0.004822,0000
32,9067f33c531a0a670b3113f588441ae0909e192f532ea390645b22dafe7b6290,0.005016,0000
32,f57b8a65c6b0b79ce20113da9574c0e2af321e261a1fd2c1922d370578ca5586,0.004971,0000
32,64fe4da098a52a0f9aa12609d81e51f301fa69cc485b0908da9e57ddaf076c16,0.004978,0000
32,dee0aa426588e2e0c8a857754c72b6df6c4d3fc7f17f8cdcccfc2c3e787ee355,0.005134,0000
32,6eaaa3d005dcbd063168b6e3c7f46bc9d23591065b0a0b12b06c686c7baf7915,0.004861,0000
32,d2a0d11025a93add16cb5305b417e409b2d15a76a25c1d5170217145c6f42f71,0.004954,0000
32,10ca14939243dae2f017986fbb18207e21f457693ac4b5cb9565e2f30a6724de,0.004969,0000
32,321f1215655d2b7c36d3e67f8ea8626af7869f06742afc7c99483233e2b96041,0.005005,0000
32,60ddc9b424de83670c3459fe26287b7bb19c0692500b7a88f0cf2aa1a5335f52,0.004998,0000
32,57ded640c8a03cdecff9df1273155f3e5d1219db866e7e418727fc944150cf52,0.004956,0000
32,f1ce6b818f78adbd1fa2d001fca36050d65dfd6f630a392636a93b638b419b24,0.005150,0000
32,98b215573a365052faec8c9b8c73fcde1b3750e6443f8ac039c44d4de2158e1b,0.004977,0000
32,65bfb4582271b4096a49331103df69346a7769c3ed0b121032f06174b3075a62,0.004195,0000
32,c38d0e01310c2b8e941ea575ec7bf9b237aad937de21d9d745e56d7624372fe6,0.004622,0000
32,7b203e48856e919894c64fae8e46ad7fcc4bfd897135a8f217ed860e4dc10991,0.005002,0000
32,2b90774c45e9cc352fbc0bdf97e98a0299c704abeef98a50527a7b0fbcf4a44d,0.004946,0000
32,7303657ec132593958105a1e7a68997cbc73ba4a8318ef32b53814ba719b256f,0.004984,0000
32,9c34cc7c1880eddb3938b0033a81a81da9d0777fa7a18ae0226d5a593be73baa,0.005010,0000
32,71e395a25cf94e23bed819b64340c7c2d0d32ce5599afdcc7a5593371894d72b,0.004984,0000
32,c0944689b8b4e640b5123c988a2ef8d9b413b3683f670be657d8fad689d103ec,0.004980,0000
32,1c55fcd02c62698d2df6cf702841c46e30bcf0b13d6a251e099f1cc8b43e6131,0.004980,0000
32,efed7ac9cddcf37e28e7543ff99acd81cc2b99768b3e4396abcae3a957dc144e,0.004996,0000
32,dd56673caffbe65e37bd6bbbde352d624670c515342c27fd7771f0f0ff0dc061,0.004950,0000
32,d3fcd0ab141de751a5dffcdb77e2309dd5908eccd5337664807e91229f84b58b,0.004981,0000
32,f057d8d0709865262e0af840918baf2d825a5be9472185d04c70a84e4bbd013c,0.004969,0000
32,c12d9a1d1d18c417c64984c5c78764dd05f401a5e5af4f22ec91d85ab83ef42e,0.004994,0000
32,ca6619287aa67f9fb205e062b27572accc6d4e6106a9c4752a7aeb0faa72af1c,0.004991,0000
32,b3dbe8539d332d703e5cf88010defeda992029ebb7d08b97d11229b43eab9f2f,0.005084,0000
32,f167eae7c06bb87f5dbd71c30549a7b5782be67b565124644c0dbacf135e051c,0.005012,0000
32,47d0f5a870a0afad663dd97b32aa615d0bf8db73850a9d6357711dedba7a5835,0.004991,0000
32,1e4447be94d045c95197a81ae5149c0363e31fd8b76bdb0b3c65fd8f791808a4,0.005078,0000
32,aaeacdda5adf1f11ed1378629f2c0df5cab5e160130e7e4048296d0b3191be1e,0.005010,0000
32,6d847d53d7dd35d82f1bb21ad091a2cf325bb0f9a6ec3069e4009427cafae741,0.004855,0000
32,8a768e2792b9431c114707ee78f298d53608a8f6bda9ec307908076b01559d6f,0.005014,0000
32,bd3f879e5cbd9d0a81bdc24948f068f20cd700e59e423104314d178618411f6f,0.005015,0000
32,20a976090472fa029e90471fdc555bfe164df3fd7b090a4aa55b8251385e7b36,0.004984,0000
32,49a265b9ad3b097ce48a1127337c7b5fd4c969a018b33133f31898932635f49a,0.004952,0000
32,770575e398fd9710bb0a6560eb2c482bb817f92d3f2a3fc25e11125ddff5d616,0.005125,0000
32,5d501d7f7aa490de32e889259914422e44910885fd42196ed80ab6a4adebe8c2,0.005016,0000
32,11e52838a4eaa40ea21d06c1ecb1771867d22ef820867b66ad35d19aca6b56b1,0.004844,0000
32,d795cd0124ee4afe17f503d7f86addde24a2054ce7c29bcd9600d9dc79e3666e,0.005015,0000
32,36a863dba8903327b6f459102061151c67df58360374b2d6cc9d7f3422c83272,0.004974,0000
32,10b37f8bd2334e40f3fd102fc15a22ff0e86d80aae00fd33c632a8943467b13b,0.004973,0000
32,fd7399f315a376ae27ab7580dd0859d76c46f70c4f9a1f6285463bf02268a263,0.004992,0000
32,bfa004b752f770d9189a2ffd5e7bd945d47928a5929e4f6da1bd61acfd007339,0.005006,0000
32,1195656ba560548a30201a5ad01c5762388d5844d07ceb6f0db55a9f30dc05ac,0.004979,0000
32,9b30d5631f692fddb5c2d8f51466e827c03e859e1010a30c8b446ac508f5502a,0.004959,0000
32,3136fecd0ab8390c82263217a90ab9495fb05221474b4d7ff9e8fcecea03580b,0.005026,0000
32,4bb69404dbe51a74433f9e2d76962873937ce87c09fccee2fb1ae3c8c4058063,0.005116,0000
32,9ada46b42eee7a41c663853170b1a7c64aedf63bb058f9885f75788ae8b21db3,0.004828,0000
32,8da7e3dd151069c21c54af4bc33d3bfb9a8e0677ce2f20e2dd3fda3a76f83b0f,0.004984,0000
32,314a2972c1b1de893d05bc6294d3634c59cecf073bba3cb0323c48f868e5d7d4,0.004339,0000
32,aa668421a0f49a49a1b45664bd1ac084d77bc928add232b4bab7e1cf657e7cae,0.004771,0000
32,bd5f2b707dd7a98236e8cb363815689ab1df7f3cc46827f2ef53bcd9f61de2ec,0.004849,0000
32,cf5142c31b501ce9c017d4844b957352c0b024187a57b99dc62c543a8c5ada36,0.004989,0000
32,f2d4a65f58c345b34faf38161d1443da611ebe343f24fcd1f093672e063ee99d,0.005115,0000
32,5a7c28f5174578f2bfad5171d3a6f1470dbfadd120fe2822cb3059c5a1a11ee3,0.004185,0000
32,64c95063ba484f699483474df5214492aefaf67581610ca87db98cdd19b52eeb,0.004624,0000
32,488c5903750baa09c32c16b15919786660536f0eb5fde96e89e132f1962ba00e,0.005153,0000
32,e638053b72f2d8a54310b699461854c3045047e4b6ab391ce1930448f7d41885,0.004881,0000
32,66af17dec2460fe53358fbbca187f603ca9f818b33d22a1191319426726dc00c,0.004921,0000
32,b5890ac82affff9dbfe439d0373bcd95b49248fa61f9b22d88076d2a453e1c5d,0.005007,0000
32,f5e20364700d553d0deae89c446ffc2e06fad7e4655c6acdea95835e3be5648d,0.005120,0000
32,e3fc2fd0383439a4c6e7660f36b8dd8abb8d73be3818f27c3325c5e9d958de2f,0.004840,0000
32,93e58a3c2975951180b8cd75f6f4354c8cc193c496fbf3607b7d5a7d934d65ae,0.004993,0000
32,a58aab96765b089e3ce2cb03d9c4956a1f0e34c7445f67817c52dc85c5a9d6b3,0.004999,0000
32,0ce6a2a4dd4d8e63b3a476b031bf50be7cdd2f80f1d4d1c7d107eec572931f4d,0.004961,0000
32,3563a6a2af08906594a0bbedb6c229500261139ee9931422854a3b79c9bd9e25,0.005137,0000
32,17dc6c5f2592866c3ff5e43c4a64237b2b52df39eecc8d11c4f82e5f74cb2755,0.004836,0000
32,db17ce322e15ee9e7958a1a97e7a0a0045f655268f6152e689515ab00321a96c,0.004964,0000
32,93c0369fdae1fbd8a03f6268919f3664064390505b8aa00a870ff54353b0a635,0.004993,0000
32,21d1a3dc1fbbd673e53c0b2cc85b1fee56a2a44234adeff703d69a5fa6e93db4,0.005024,0000
32,bb9839739230c0df5e3c67db4f14b2cde79d2c6eb673a33bc1e7d65df618baf8,0.005096,0000
32,d95f7b08441c272e89ad69b925692e31994f43e4645f226dff7330f6c0eca610,0.004822,0000
32,f181cd624bcd66c350f0e07f2459647bc8b272fd2f7edab04b38f19bdd3fd5c8,0.005007,0000
32,cfeb077326512897aa60d802c2689f5748b20fe5c98ff26ce49f4e86533b1686,0.004998,0000
32,29c1857041db5f8021a2a93bc10edc7fd3ebc9703dec4b432e093091d36d880f,0.004959,0000
32,045b5553ceba06b1448b3613b5282079e2f5b031a399417cb71bc0160d95b500,0.004344,0000
32,e032a2d0085a4aff6fba671c6a2e6a1d944a2fe991078d889dff302bb05b3270,0.003996,0000
32,d3c734dab63f5c81938fde67368842e49e8fbc81f6027af6b0e4fd1474bce9c8,0.003984,0000
32,9374c5e7128a03511c5033a3f171dc8c1c795190598dcd7f40b89cb316f50563,0.004619,0000
32,b6f1ebbb5cacf5fbb341e49e09987fe044f647feae17d9c4c4d1dcf763ba4508,0.004990,0000
32,f9e45d248ba9e0208539d2f0a9afe7f2369625f7ca05e098dbbe7a1ef7d9e495,0.004997,0000
32,4fe883f069aa65b0d5146ecd7e13dba5c39886aead2c3ca219fe642f268b0b17,0.004956,0000
32,d9bb8af7e4a615047c852be95bac6f93b1871bcc89ae6c41d08e3fdac2a1a71e,0.004995,0000
32,30a725022635ae9fed9b2b00cc193a81338e34c0bace597d250ae7d77f67c1bc,0.005126,0000
32,db3a62fab5ac2bd197653fd380fe5d4acf934e673ef6f322767106941de7146f,0.004995,0000
32,e6734c1c71572124e3feab28090ecfd7ed2f3836c6a4eeeabbe4cb8db55675cf,0.004820,0000
32,b6602fc01a2b666a21a639c821cbd1970d2d87e2ae9a851e12edca5d32cc1d86,0.005025,0000
32,5a6c26161b226d71abfba44b5a68a6d5f35adb7b3315607e7d97eec7a62986fe,0.005098,0000
32,361be1f0ab5f758bfaf1923f8a50ed5a1689d7b0bfe60b7ffda9f340c58e261a,0.004846,0000
32,3e9ccffa170d5410d872e2e1d184b5fcfd8fdd43fa0085f329e6ae06df626dbd,0.005118,0000
32,a24b154f6967f8039772e7805cda01d9d34765135b724eebc01675e6e8e93bcf,0.004991,0000
32,7273824f3454ef142c7ed573bd281daa69284e1ec6df0cadfa93219135be8890,0.004835,0000
32,6fb4949143618767d06f70046c8684044027d1125b0f53fdb3348b38a50807bc,0.004981,0000
32,7b92195a73661cb10a47b3788b325f11a1cdc7019d9940cce8f3fb03cc10b39f,0.005004,0000
32,c1a40851ad8b958eafd8109c45613aceb2890207c4cd79ba6486a2c16e856019,0.005109,0000
32,5e81e113b6d70d88e207b97ab727871d47c941a77cfbcc9c94d0a789b81e2579,0.004825,0000
32,747b0cf808c4f68cf1e55d5be4f2e876f84be6368faf4c900708940d4db70a69,0.005025,0000
32,1e8acaf5413a3431f187d9fa5c55afb4298560d0a02f30c9f84607c54b648724,0.005102,0000
32,3325da2ad7131b19596f5076d813dd9c031f646886b28095db80ccf6089f76b0,0.004823,0000
32,254e985a91eb7f8083dfb39b32c5b26b04550961f2b5d61c4864d8aaeaec25c3,0.005138,0000
32,e8040ac429e557c6b4943978e59b5890eadaaf60a8ba913983fbff267da5fbc2,0.004976,0000
32,32faa6bccc2efaac95ba37f6333090b58a9cf12a2df2bb30feb5f98e514f58cd,0.004850,0000
32,52f08f16e30dca41c45c33544b4e480718a3fabb2983335edc4c463f742fdf0b,0.005115,0000
32,8ac7aa3eabdfca28a2b8c634465640e7e2ce858bb7cd2da18dbd84edee9396b8,0.004843,0000
32,38c52871f3e0b9ed455495cb676325416b5115b5148fea17c56b646735d963cb,0.005131,0000
32,73d800bd4acdb7445354152fc306f0cac3d2b3674660d8217a6948c9c0cd3f56,0.004815,0000
32,2fbb80ae636cadad9ab75990b8cda60795b7a8b117b9dfd9ba821dd9cca5fd2c,0.005013,0000
32,372ca526a79d7e5a6ca4745f54269060870453b30e6c41d4e2e1241b12eb9910,0.004975,0000
32,2b80668b0071a67e3109080e491317e8151b2fe37d401d1a0efa6672f01f2384,0.004988,0000
32,1fc1eaf8447046ecbdee566801d6dd5ae5d37996cc4d445c8cbb0b9b38b08b84,0.004983,0000
32,f9cd45d7564ada700be3f6e8f3d982cb6bb542048ecc67577ef4bfc61661026e,0.004981,0000
32,4d5eab79bbbe0db61052056ed05c8005a3f2f037b6a3bbdfa9c8ea3aa0febca7,0.004987,0000
32,8df7d6aece4249d6a4e12e9708b48791861ea73b985264f43353eca73f33664a,0.005129,0000
32,d7df8749bb3a26a1e5b29a34ce4336862460deba5f51f0a616eeb9724f50d4ca,0.004977,0000
32,ad6f8d1c997c3c23af6958ce85113f846af7f2fee9353b8c480794925d3a5e5d,0.004972,0000
32,bf74b6a2e59d9bd39feeea43bc07865b9ae12e3a67cf66faa9f02c790a2f36fd,0.004861,0000
32,e12cf0dc6c7f0673b605cde9974d94287b932d31362cb7880cc173dc18e45ac6,0.004987,0000
32,82cd9a9039ff3a024dc50126372c7cbfb552c9c5d211dcef88faca562eb1d9ed,0.004956,0000
32,1868cdf40a4a0bbe264081f76bc1fd6afb92cafd2cc4db404b6e65f34359ca12,0.004991,0000
32,d52ada7e19af71b6c7b05f707e4c48c98998edcb370832902c62e22439bb3ef0,0.004976,0000
32,3a3821bf16dad767cbb14cfc414ed98288df0d04a99a5851837eb2cf71ccb676,0.004990,0000
32,66e1458c73edb62f60244a2c4356d6c26c41193b42392811fd1a9e4710b067e2,0.004991,0000
32,eb605dec090ae018d9d047e5ee386791d84da0fe8fe5308f44da688e6d9c5467,0.004959,0000
32,18b60117d05ee756677628bf1e1fc4c866bf9c5f01987e2c8ef9a08c191d0314,0.004979,0000
32,6e6899bcde21a3438998203caca2e65e846e5cc2092ed10fc47156cf3216c6b0,0.004977,0000
32,79b6ffe441e3642210c7e93981bdcce3b9d53599d297ec985b1397c76b6e75af,0.004995,0000
32,3df40ed8f96452077aaecb0a8bb34707ba017b18116f5bc49ec532a613a4f24f,0.004989,0000
32,ace688b83803b0b87afb5dd2a5fa38360099028963e81d2c7f4eafab890540ec,0.005189,0000
32,964d5d3dc58991f4be8dd93be1cebcd923c612211bd3ac6f16d7a8b845a57460,0.004840,0000
32,e9ea6f5acc71fee689d33f4a4d09070fd0990d22c9d2d27d12dce7002064e71d,0.005039,0000
32,a0b3eb19a399db02868295ce9284119c8b21e7da3c1acc1695de52f8865cc52e,0.005110,0000
32,df3cabd8e876bf7c53dbff1f9f6fcd2093dceea073560c5342933da9c8de98b5,0.004850,0000
32,294923f633878a01c8b3e43fc6f24cfe90dd00bef02c27151cd99c34e39cbf62,0.005107,0000
32,0f88719f32dbfbf9d93e70f72686f5accf5579522df4480f32c881a1bfe684ca,0.004889,0000
32,ac8fb862d87dd5de751d139f19e3ece30ab325638cd13dca17dc1c8c06ad9cb9,0.005119,0000
32,b35e6a8fa5be41ae8d39a7a3d749b428645e4d0fadd8df740db386133dffb7a3,0.004854,0000
32,9348008b559e4d25bad2631d8fe75cb4c70fc8b3dc30de09fc58849f7981e337,0.005008,0000
